dataset,qid,seed,overlap,qpd,pass4
musique,musique-2365,1,1.0,0.0,False
musique,musique-195,1,0.6000000000000001,0.19444444444444442,False
musique,musique-1041,1,1.0,0.0,True
musique,musique-1680,1,1.0,0.0,False
musique,musique-2354,1,0.18333333333333335,0.5043956043956044,False
musique,musique-2011,1,1.0,0.0,True
musique,musique-1896,1,0.6666666666666666,0.11111111111111109,False
musique,musique-575,1,1.0,0.0,True
musique,musique-909,1,1.0,0.0,False
musique,musique-1746,1,1.0,0.0,False
musique,musique-3149,1,0.6666666666666666,0.16666666666666666,False
musique,musique-78,1,0.6666666666666666,0.3333333333333333,False
musique,musique-3066,1,1.0,0.0,True
musique,musique-1153,1,1.0,0.0,False
musique,musique-532,1,1.0,0.08823529411764708,False
musique,musique-456,1,1.0,0.0,False
musique,musique-1582,1,1.0,0.0,False
musique,musique-2541,1,0.5,0.29166666666666663,False
musique,musique-2859,1,1.0,0.0,False
musique,musique-2179,1,1.0,0.14285714285714285,False
musique,musique-389,1,1.0,0.0,False
musique,musique-1095,1,0.06666666666666667,0.4666666666666666,False
musique,musique-780,1,0.25,0.5462962962962963,True
musique,musique-2103,1,1.0,0.2727272727272727,False
musique,musique-351,1,1.0,0.5395604395604395,False
musique,musique-1809,1,1.0,0.0,False
musique,musique-769,1,1.0,0.0,False
musique,musique-2881,1,0.5,0.4920634920634921,False
musique,musique-3097,1,1.0,0.0,False
musique,musique-1245,1,0.3,0.4325396825396825,True
musique,musique-832,1,1.0,0.0,True
musique,musique-2559,1,1.0,0.0,True
musique,musique-1573,1,0.4666666666666666,0.11111111111111109,False
musique,musique-2778,1,1.0,0.0,False
musique,musique-1064,1,0.6000000000000001,0.07692307692307693,False
musique,musique-60,1,1.0,0.0,False
musique,musique-2899,1,1.0,0.0,True
musique,musique-181,1,1.0,0.15384615384615385,True
musique,musique-51,1,1.0,0.0,False
musique,musique-3004,1,0.3333333333333333,0.49576962892180293,False
musique,musique-266,1,1.0,0.0,False
musique,musique-302,1,1.0,0.0,False
musique,musique-3189,1,0.3333333333333333,0.27233115468409586,False
musique,musique-1310,1,1.0,0.0,False
musique,musique-1274,1,0.2833333333333333,0.30433455433455436,False
musique,musique-2150,1,0.75,0.038461538461538436,False
musique,musique-2034,1,1.0,0.0,False
musique,musique-550,1,1.0,0.0,False
musique,musique-803,1,1.0,0.0,False
musique,musique-2410,1,1.0,0.0,False
musique,musique-1049,1,0.6,0.0,True
musique,musique-1078,1,1.0,0.0,False
musique,musique-1958,1,1.0,0.0,True
musique,musique-2600,1,1.0,0.0,False
musique,musique-1586,1,0.75,0.4318181818181818,False
musique,musique-2545,1,0.2333333333333333,0.4249084249084249,False
musique,musique-2421,1,0.3333333333333333,0.3480576441102757,False
musique,musique-1705,1,1.0,0.0,False
musique,musique-2972,1,1.0,0.0,False
musique,musique-1661,1,1.0,0.0,False
musique,musique-2662,1,1.0,0.0,False
musique,musique-3000,1,1.0,0.0,False
musique,musique-1767,1,1.0,0.26169590643274854,False
musique,musique-1632,1,1.0,0.0,False
musique,musique-836,1,0.43333333333333335,0.15018315018315015,False
musique,musique-1458,1,1.0,0.0,True
musique,musique-1690,1,1.0,0.0,False
musique,musique-1577,1,1.0,0.0,False
musique,musique-2618,1,0.75,0.125,False
musique,musique-2344,1,0.3333333333333333,0.11111111111111109,False
musique,musique-1839,1,1.0,0.0,False
musique,musique-2761,1,1.0,0.0,False
musique,musique-759,1,1.0,0.0,False
musique,musique-2178,1,1.0,0.0,False
musique,musique-90,1,1.0,0.0,False
musique,musique-457,1,0.6,0.13636363636363635,False
musique,musique-1342,1,0.6000000000000001,0.26666666666666666,False
musique,musique-2946,1,0.5,0.29166666666666663,False
musique,musique-2869,1,0.16666666666666666,0.20899470899470898,False
musique,musique-2571,1,1.0,0.125,False
musique,musique-1793,1,1.0,0.0,False
musique,musique-1637,1,1.0,0.0,False
musique,musique-1883,1,0.6666666666666666,0.11111111111111109,False
musique,musique-390,1,1.0,0.0,True
musique,musique-2341,1,0.5,0.10416666666666669,False
musique,musique-379,1,1.0,0.0,True
musique,musique-256,1,1.0,0.0,False
musique,musique-2986,1,0.5,0.3333333333333333,False
musique,musique-625,1,1.0,0.0,True
musique,musique-2779,1,1.0,0.0,False
musique,musique-180,1,1.0,0.2142857142857143,True
musique,musique-614,1,1.0,0.16666666666666666,True
musique,musique-497,1,0.6666666666666666,0.06666666666666665,False
musique,musique-2667,1,1.0,0.0,False
musique,musique-1508,1,0.6000000000000001,0.24823232323232325,False
musique,musique-966,1,0.6000000000000001,0.33418803418803417,False
musique,musique-849,1,1.0,0.0,False
musique,musique-2569,1,1.0,0.0,True
musique,musique-1606,1,1.0,0.19444444444444442,False
musique,musique-1269,1,1.0,0.0,True
musique,musique-2106,1,1.0,0.0,False
musique,musique-2029,1,0.6000000000000001,0.32,False
musique,musique-855,1,1.0,0.0,False
musique,musique-462,1,1.0,0.0,False
musique,musique-506,1,1.0,0.0,True
musique,musique-1981,1,1.0,0.04999999999999999,False
musique,musique-2942,1,1.0,0.0,False
musique,musique-1968,1,0.6000000000000001,0.2222222222222222,False
musique,musique-3136,1,1.0,0.0,False
musique,musique-2208,1,1.0,0.0,True
musique,musique-1280,1,0.75,0.13333333333333336,False
musique,musique-1079,1,1.0,0.0,False
musique,musique-2316,1,1.0,0.0,False
musique,musique-2195,1,0.6666666666666666,0.43883728930168564,False
musique,musique-1213,1,1.0,0.0,False
musique,musique-453,1,1.0,0.0,False
musique,musique-54,1,0.5,0.1923076923076923,False
musique,musique-1814,1,1.0,0.0,False
musique,musique-1547,1,0.2333333333333333,0.5005050505050505,False
musique,musique-1766,1,1.0,0.0,False
musique,musique-2409,1,1.0,0.0,False
musique,musique-1481,1,1.0,0.0,False
musique,musique-1315,1,0.5,0.4230769230769231,False
musique,musique-1271,1,1.0,0.0,False
musique,musique-2844,1,0.6000000000000001,0.26666666666666666,True
musique,musique-394,1,1.0,0.0,True
musique,musique-1324,1,0.6000000000000001,0.07692307692307693,False
musique,musique-219,1,1.0,0.0,False
musique,musique-2619,1,0.19999999999999998,0.5002637312234836,False
musique,musique-398,1,1.0,0.0625,False
musique,musique-447,1,1.0,0.0,False
musique,musique-2550,1,1.0,0.0,False
musique,musique-1862,1,1.0,0.0,False
musique,musique-2302,1,0.5,0.23076923076923075,False
musique,musique-1109,1,1.0,0.0,False
musique,musique-1142,1,1.0,0.0,False
musique,musique-2181,1,0.6666666666666666,0.0909090909090909,False
musique,musique-340,1,1.0,0.0,False
musique,musique-2378,1,0.3333333333333333,0.49715099715099714,False
musique,musique-1017,1,0.6000000000000001,0.2727272727272727,False
musique,musique-58,1,1.0,0.4000000000000001,False
musique,musique-2333,1,0.6000000000000001,0.09999999999999998,True
musique,musique-13,1,1.0,0.0,False
musique,musique-1319,1,0.3333333333333333,0.4141414141414142,False
musique,musique-1352,1,0.6000000000000001,0.34848484848484845,False
musique,musique-2405,1,1.0,0.0,False
musique,musique-2879,1,0.16666666666666666,0.677910052910053,False
musique,musique-2956,1,1.0,0.0,False
musique,musique-3024,1,1.0,0.0,False
musique,musique-322,1,0.75,0.1388888888888889,False
musique,musique-246,1,0.2333333333333333,0.3341269841269841,False
musique,musique-2769,1,0.5,0.125,False
musique,musique-1708,1,1.0,0.0,True
musique,musique-1893,1,1.0,0.0,True
musique,musique-1627,1,1.0,0.0,False
musique,musique-2170,1,1.0,0.0,True
musique,musique-2297,1,1.0,0.0,False
musique,musique-1772,1,1.0,0.0,False
musique,musique-1616,1,1.0,0.07843137254901962,True
musique,musique-1964,1,0.48333333333333334,0.15232925865109775,False
musique,musique-604,1,1.0,0.0,False
musique,musique-2758,1,0.75,0.2857142857142857,True
musique,musique-2894,1,0.6000000000000001,0.4166666666666667,False
musique,musique-983,1,1.0,0.0,False
musique,musique-1058,1,0.5833333333333334,0.16111111111111112,False
musique,musique-3126,1,1.0,0.0,False
musique,musique-3042,1,0.5,0.3076923076923077,False
musique,musique-2039,1,0.13333333333333333,0.476691518358185,False
musique,musique-2395,1,1.0,0.09999999999999998,False
musique,musique-1641,1,1.0,0.0,False
musique,musique-2554,1,1.0,0.0,False
musique,musique-527,1,1.0,0.0,False
musique,musique-2492,1,1.0,0.0,False
musique,musique-1146,1,0.5333333333333333,0.27055052790346906,False
musique,musique-1659,1,0.6,0.25,False
musique,musique-939,1,1.0,0.0,False
musique,musique-2021,1,1.0,0.0,False
musique,musique-317,1,0.75,0.05555555555555558,False
musique,musique-1124,1,0.75,0.02777777777777779,False
musique,musique-44,1,1.0,0.0,False
musique,musique-2638,1,1.0,0.0,False
musique,musique-1396,1,1.0,0.2058823529411765,False
musique,musique-75,1,0.6000000000000001,0.375,True
musique,musique-1951,1,0.5833333333333334,0.265995115995116,False
musique,musique-1835,1,1.0,0.0,False
musique,musique-2609,1,0.2333333333333333,0.3782051282051282,False
musique,musique-631,1,1.0,0.0,False
musique,musique-1623,1,0.6666666666666666,0.42105263157894735,True
musique,musique-943,1,0.44444444444444436,0.38095238095238093,False
musique,musique-107,1,1.0,0.0,False
musique,musique-1250,1,0.16666666666666666,0.32828282828282823,False
musique,musique-384,1,1.0,0.0,False
musique,musique-2426,1,0.5,0.2857142857142857,False
musique,musique-829,1,1.0,0.0,False
musique,musique-3065,1,1.0,0.0,False
musique,musique-2310,1,0.3333333333333333,0.38095238095238093,False
musique,musique-674,1,1.0,0.0,False
musique,musique-1523,1,0.6000000000000001,0.21999999999999997,False
musique,musique-2607,1,0.75,0.13636363636363635,False
musique,musique-2763,1,0.5,0.2222222222222222,False
musique,musique-2245,1,0.5,0.2142857142857143,False
musique,musique-464,1,1.0,0.0,False
musique,musique-2538,1,1.0,0.0,False
musique,musique-1733,1,1.0,0.0,False
musique,musique-2573,1,0.3833333333333333,0.5346003898635477,False
musique,musique-743,1,0.6000000000000001,0.09999999999999998,False
musique,musique-1148,1,1.0,0.0,False
musique,musique-2343,1,0.5,0.2352941176470588,False
musique,musique-254,1,1.0,0.0,False
musique,musique-1369,1,1.0,0.1777777777777778,False
musique,musique-2792,1,0.5,0.34,False
musique,musique-1599,1,0.6000000000000001,0.09999999999999998,True
musique,musique-2809,1,0.5333333333333333,0.4867724867724868,False
musique,musique-2153,1,1.0,0.0,True
musique,musique-1358,1,1.0,0.0,False
musique,musique-1313,1,0.5,0.23913043478260873,False
musique,musique-1425,1,1.0,0.0,False
musique,musique-616,1,1.0,0.0,False
musique,musique-2665,1,0.6666666666666666,0.07407407407407411,False
musique,musique-495,1,1.0,0.0,False
musique,musique-2339,1,1.0,0.0,False
musique,musique-19,1,0.75,0.17857142857142852,False
musique,musique-1165,1,0.3333333333333333,0.3859649122807018,False
musique,musique-1795,1,0.39999999999999997,0.10964912280701755,False
musique,musique-2577,1,1.0,0.0,False
musique,musique-2690,1,1.0,0.0,False
musique,musique-2060,1,1.0,0.0,False
musique,musique-2387,1,0.25,0.5074786324786325,False
musique,musique-2469,1,1.0,0.0,False
musique,musique-535,1,0.5,0.46102564102564103,False
musique,musique-1375,1,1.0,0.0,False
musique,musique-2135,1,1.0,0.0,True
musique,musique-2314,1,0.0,0.6420301920301922,False
musique,musique-367,1,0.5,0.14285714285714285,False
musique,musique-2603,1,1.0,0.0,False
musique,musique-1910,1,0.6000000000000001,0.06,False
musique,musique-2767,1,0.6,0.2857142857142857,True
musique,musique-1238,1,1.0,0.0,False
musique,musique-2524,1,1.0,0.0,False
musique,musique-960,1,1.0,0.0,False
musique,musique-1545,1,1.0,0.0,False
musique,musique-1136,1,0.3333333333333333,0.3333333333333333,False
musique,musique-1908,1,1.0,0.0,False
musique,musique-334,1,0.4666666666666666,0.4761904761904762,False
musique,musique-3156,1,1.0,0.0,True
musique,musique-396,1,0.75,0.23684210526315788,False
musique,musique-449,1,1.0,0.0,False
musique,musique-1885,1,1.0,0.0,True
musique,musique-338,1,0.6000000000000001,0.20967741935483866,False
musique,musique-2264,1,0.4000000000000001,0.05555555555555558,True
musique,musique-2183,1,1.0,0.0,False
musique,musique-1860,1,1.0,0.0,False
musique,musique-2773,1,1.0,0.15416666666666665,False
musique,musique-1533,1,1.0,0.0,False
musique,musique-700,1,1.0,0.0,False
musique,musique-1759,1,1.0,0.0,False
musique,musique-1889,1,1.0,0.0,False
musique,musique-1205,1,0.6666666666666666,0.33035714285714285,False
musique,musique-2121,1,0.3333333333333333,0.4912280701754386,False
musique,musique-1723,1,1.0,0.0,False
musique,musique-808,1,0.5,0.125,False
musique,musique-2110,1,1.0,0.0,False
musique,musique-2331,1,1.0,0.0,False
musique,musique-309,1,1.0,0.0,True
musique,musique-1502,1,1.0,0.0,False
musique,musique-1256,1,0.75,0.2857142857142857,False
musique,musique-1332,1,1.0,0.0,False
musique,musique-695,1,1.0,0.0,False
musique,musique-2720,1,1.0,0.0,False
musique,musique-38,1,1.0,0.0,False
musique,musique-3142,1,0.75,0.3499999999999999,False
musique,musique-3026,1,1.0,0.0,True
musique,musique-1158,1,0.6,0.32352941176470584,True
musique,musique-2592,1,1.0,0.0,True
musique,musique-1169,1,0.6000000000000001,0.2272727272727273,False
musique,musique-3017,1,0.3333333333333333,0.6060606060606061,False
musique,musique-2027,1,0.19999999999999998,0.7428571428571429,False
musique,musique-1770,1,0.3333333333333333,0.18772893772893773,False
musique,musique-2907,1,0.16666666666666666,0.45209176788124167,True
musique,musique-427,1,0.43333333333333335,0.10239651416122005,False
musique,musique-1354,1,1.0,0.0,False
musique,musique-2397,1,0.6000000000000001,0.4615384615384615,False
musique,musique-269,1,1.0,0.0,False
musique,musique-1429,1,1.0,0.0,False
musique,musique-2669,1,1.0,0.0,False
musique,musique-1020,1,0.3333333333333333,0.28571428571428575,True
musique,musique-3115,1,0.6000000000000001,0.125,False
musique,musique-2658,1,1.0,0.0,False
musique,musique-587,1,1.0,0.0,False
musique,musique-959,1,0.3333333333333333,0.5128205128205128,False
musique,musique-2961,1,0.5,0.20000000000000004,False
musique,musique-1082,1,1.0,0.125,False
musique,musique-3098,1,1.0,0.0,False
musique,musique-1201,1,0.5833333333333334,0.3006345506345507,False
musique,musique-766,1,0.75,0.16666666666666666,True
musique,musique-481,1,1.0,0.0,False
musique,musique-1009,1,0.08333333333333333,0.7369505494505494,False
musique,musique-2366,1,0.75,0.2142857142857143,True
musique,musique-1263,1,0.6,0.15789473684210525,True
musique,musique-814,1,0.6666666666666666,0.11111111111111109,False
musique,musique-1493,1,1.0,0.0,False
musique,musique-2948,1,1.0,0.0,False
musique,musique-1610,1,1.0,0.0,False
musique,musique-2786,1,1.0,0.0,False
musique,musique-1621,1,1.0,0.0,False
musique,musique-2932,1,0.6000000000000001,0.2692307692307692,True
musique,musique-691,1,0.38333333333333336,0.4407203907203907,False
musique,musique-1683,1,0.75,0.07142857142857145,False
musique,musique-1400,1,1.0,0.0,False
musique,musique-1117,1,1.0,0.0,False
musique,musique-2739,1,1.0,0.0,False
musique,musique-2495,1,1.0,0.0,False
musique,musique-701,1,1.0,0.0,False
musique,musique-2616,1,1.0,0.0,False
musique,musique-1905,1,0.75,0.07500000000000001,False
musique,musique-582,1,0.6666666666666666,0.08888888888888886,False
musique,musique-372,1,1.0,0.0,False
musique,musique-339,1,1.0,0.0,True
musique,musique-1204,1,0.3,0.28125,False
musique,musique-1758,1,0.46666666666666673,0.11111111111111109,False
musique,musique-2437,1,1.0,0.0,False
musique,musique-2518,1,1.0,0.0,False
musique,musique-1199,1,1.0,0.07692307692307693,False
musique,musique-2392,1,0.26666666666666666,0.42619047619047623,False
musique,musique-1548,1,1.0,0.0,False
musique,musique-1850,1,0.43333333333333335,0.5111111111111112,False
musique,musique-654,1,0.5333333333333333,0.125,False
musique,musique-227,1,0.26666666666666666,0.5952380952380952,False
musique,musique-1014,1,1.0,0.04545454545454547,False
musique,musique-417,1,1.0,0.0,False
musique,musique-573,1,0.75,0.15789473684210525,False
musique,musique-2783,1,0.5,0.13636363636363635,True
musique,musique-694,1,0.5,0.10869565217391303,False
musique,musique-2818,1,0.26666666666666666,0.4073260073260074,False
musique,musique-944,1,0.6666666666666666,0.22222222222222224,False
musique,musique-1076,1,0.6000000000000001,0.11764705882352944,False
musique,musique-2721,1,0.5,0.15000000000000002,False
musique,musique-1405,1,0.6000000000000001,0.2222222222222222,True
musique,musique-1879,1,0.6000000000000001,0.328125,False
musique,musique-636,1,1.0,0.0,False
musique,musique-274,1,0.5833333333333334,0.2755892255892256,True
musique,musique-43,1,0.6666666666666666,0.39999999999999997,False
musique,musique-2207,1,1.0,0.14814814814814814,False
musique,musique-1168,1,1.0,0.0,False
musique,musique-763,1,1.0,0.08333333333333331,False
musique,musique-811,1,0.6000000000000001,0.375,False
musique,musique-2455,1,0.6000000000000001,0.25,True
musique,musique-1266,1,1.0,0.15909090909090912,False
musique,musique-2071,1,0.2333333333333333,0.44696969696969696,False
musique,musique-2951,1,0.6000000000000001,0.4131054131054131,False
musique,musique-2681,1,1.0,0.0,False
musique,musique-1507,1,0.2833333333333333,0.3711682652859123,False
musique,musique-1463,1,1.0,0.0,False
musique,musique-1854,1,1.0,0.0,False
musique,musique-1784,1,0.3333333333333333,0.5238095238095238,False
musique,musique-223,1,1.0,0.0,False
musique,musique-1010,1,1.0,0.0,True
musique,musique-14,1,0.75,0.1875,False
musique,musique-2250,1,1.0,0.0,False
musique,musique-661,1,1.0,0.0,False
musique,musique-2305,1,1.0,0.0,True
musique,musique-524,1,1.0,0.10714285714285715,False
musique,musique-2804,1,0.5,0.0625,False
musique,musique-1638,1,1.0,0.20512820512820515,False
musique,musique-47,1,1.0,0.0,False
musique,musique-1963,1,1.0,0.0,False
musique,musique-1430,1,1.0,0.0,False
musique,musique-2902,1,0.75,0.1818181818181818,False
musique,musique-422,1,1.0,0.0,False
musique,musique-2699,1,0.5833333333333334,0.18968253968253967,False
musique,musique-2460,1,0.75,0.13636363636363635,False
musique,musique-1894,1,1.0,0.0,False
musique,musique-1337,1,0.6,0.2261437908496732,False
musique,musique-2279,1,1.0,0.0,False
musique,musique-3023,1,1.0,0.0,False
musique,musique-2232,1,0.6000000000000001,0.4150432900432901,False
musique,musique-76,1,1.0,0.0,False
musique,musique-2991,1,1.0,0.0,False
musique,musique-2489,1,0.5,0.25,False
musique,musique-2725,1,0.2333333333333333,0.2863247863247863,False
musique,musique-1214,1,1.0,0.0,False
musique,musique-108,1,1.0,0.0,False
musique,musique-1097,1,0.3833333333333333,0.33232323232323235,False
musique,musique-530,1,0.4666666666666666,0.2564102564102564,False
musique,musique-1580,1,1.0,0.0,False
musique,musique-2427,1,1.0,0.0,False
musique,musique-2762,1,0.75,0.125,False
musique,musique-31,1,1.0,0.0,False
musique,musique-2275,1,1.0,0.0,False
musique,musique-329,1,0.6666666666666666,0.1703703703703704,True
musique,musique-206,1,1.0,0.0,False
musique,musique-1399,1,0.3333333333333333,0.15384615384615383,False
musique,musique-1513,1,1.0,0.0,True
musique,musique-2718,1,0.3333333333333333,0.22251082251082246,False
musique,musique-2883,1,1.0,0.0,False
musique,musique-2753,1,0.6000000000000001,0.3006535947712418,False
musique,musique-1160,1,1.0,0.0,False
musique,musique-2065,1,1.0,0.0,False
musique,musique-139,1,1.0,0.0,False
musique,musique-852,1,0.43333333333333335,0.3682864450127878,False
musique,musique-2945,1,1.0,0.0,False
musique,musique-1102,1,1.0,0.0,False
musique,musique-2309,1,0.75,0.20000000000000004,True
musique,musique-1066,1,1.0,0.0,False
musique,musique-1149,1,1.0,0.0,True
musique,musique-2342,1,1.0,0.0,False
musique,musique-2985,1,1.0,0.0,False
musique,musique-954,1,1.0,0.04545454545454547,False
musique,musique-2474,1,1.0,0.0,True
musique,musique-1634,1,1.0,0.0,False
musique,musique-2843,1,0.6000000000000001,0.07142857142857145,False
musique,musique-407,1,0.3333333333333333,0.39999999999999997,False
musique,musique-2793,1,0.4666666666666666,0.24242424242424243,False
musique,musique-1598,1,1.0,0.0,False
musique,musique-1368,1,0.15,0.21955337690631807,False
musique,musique-2128,1,0.75,0.3148148148148148,False
musique,musique-2284,1,0.6,0.409090909090909,False
musique,musique-436,1,0.3333333333333333,0.07142857142857145,False
musique,musique-519,1,1.0,0.0,False
musique,musique-2152,1,0.5,0.3499999999999999,False
musique,musique-18,1,0.5,0.4444444444444444,False
musique,musique-1813,1,1.0,0.0,False
musique,musique-1540,1,0.5333333333333333,0.5953703703703704,False
musique,musique-773,1,1.0,0.0,False
musique,musique-1794,1,0.25,0.5619047619047618,False
musique,musique-2757,1,1.0,0.0,False
musique,musique-2678,1,1.0,0.0,False
musique,musique-488,1,1.0,0.0,False
musique,musique-278,1,0.7333333333333334,0.4166666666666667,False
musique,musique-2240,1,1.0,0.0,True
musique,musique-357,1,1.0,0.0,True
musique,musique-1652,1,1.0,0.0,False
musique,musique-856,1,0.75,0.3318181818181818,False
musique,musique-97,1,1.0,0.0,False
musique,musique-1210,1,0.3333333333333333,0.48717948717948706,True
musique,musique-1707,1,1.0,0.0,False
musique,musique-698,1,0.3333333333333333,0.5555555555555556,False
musique,musique-948,1,0.4666666666666666,0.12121212121212117,True
musique,musique-1875,1,0.5,0.42407407407407405,False
musique,musique-2602,1,1.0,0.0,False
musique,musique-202,1,0.6000000000000001,0.25,False
musique,musique-3060,1,1.0,0.0,False
musique,musique-1155,1,1.0,0.0,True
musique,musique-2959,1,0.3333333333333333,0.5128205128205128,False
musique,musique-1482,1,1.0,0.0,False
musique,musique-805,1,1.0,0.0,False
musique,musique-2912,1,1.0,0.0,True
musique,musique-2032,1,0.25,0.5372066205399538,True
musique,musique-1272,1,1.0,0.0,False
musique,musique-2079,1,0.3333333333333333,0.3333333333333333,False
musique,musique-1053,1,0.3333333333333333,0.22222222222222224,False
musique,musique-1137,1,0.6000000000000001,0.037037037037037035,False
musique,musique-187,1,1.0,0.0,False
musique,musique-613,1,1.0,0.0,False
musique,musique-2587,1,1.0,0.0,False
musique,musique-658,1,1.0,0.0,False
musique,musique-1817,1,1.0,0.0,True
musique,musique-3078,1,1.0,0.0,False
musique,musique-1385,1,1.0,0.0,False
musique,musique-1106,1,1.0,0.0,False
musique,musique-1575,1,0.75,0.05555555555555558,False
musique,musique-1630,1,1.0,0.0,False
musique,musique-403,1,1.0,0.0,True
musique,musique-448,1,1.0,0.0,False
musique,musique-2280,1,0.5,0.07500000000000001,False
musique,musique-3091,1,0.5,0.35714285714285715,False
musique,musique-1208,1,1.0,0.0,False
musique,musique-2305,2,1.0,0.0,True
musique,musique-691,2,1.0,0.2692307692307692,False
musique,musique-38,2,1.0,0.0,False
musique,musique-1638,2,1.0,0.20512820512820515,True
musique,musique-2804,2,0.3333333333333333,0.26666666666666666,False
musique,musique-2951,2,1.0,0.2222222222222222,False
musique,musique-766,2,1.0,0.0,True
musique,musique-2681,2,0.75,0.35714285714285715,False
musique,musique-481,2,1.0,0.0,False
musique,musique-2071,2,0.4666666666666666,0.39393939393939387,False
musique,musique-2250,2,1.0,0.0,False
musique,musique-1010,2,1.0,0.0,True
musique,musique-1854,2,1.0,0.0,False
musique,musique-814,2,0.6666666666666666,0.11111111111111109,False
musique,musique-1784,2,1.0,0.0,False
musique,musique-1463,2,0.5,0.125,False
musique,musique-1507,2,0.46666666666666673,0.15686274509803924,False
musique,musique-1337,2,1.0,0.08888888888888886,False
musique,musique-1894,2,1.0,0.0,False
musique,musique-587,2,1.0,0.0,False
musique,musique-2460,2,0.6666666666666666,0.1818181818181818,False
musique,musique-2489,2,1.0,0.0,False
musique,musique-2991,2,1.0,0.0,False
musique,musique-2725,2,0.2333333333333333,0.4303670186023127,False
musique,musique-959,2,0.16666666666666666,0.6335146335146334,False
musique,musique-2232,2,0.75,0.4150432900432901,False
musique,musique-2279,2,1.0,0.0,False
musique,musique-3023,2,1.0,0.0,False
musique,musique-1430,2,1.0,0.0,False
musique,musique-1963,2,0.3333333333333333,0.25,False
musique,musique-269,2,1.0,0.0,False
musique,musique-2699,2,0.35000000000000003,0.29112487100103196,False
musique,musique-2902,2,0.75,0.1818181818181818,False
musique,musique-1199,2,1.0,0.0,False
musique,musique-2392,2,0.75,0.2142857142857143,False
musique,musique-1014,2,1.0,0.04545454545454547,False
musique,musique-427,2,0.43333333333333335,0.08442265795206973,False
musique,musique-1850,2,0.26666666666666666,0.48888888888888893,False
musique,musique-1548,2,0.6666666666666666,0.2807017543859649,False
musique,musique-1905,2,1.0,0.0,False
musique,musique-2616,2,1.0,0.0,False
musique,musique-695,2,0.43333333333333335,0.2526455026455026,False
musique,musique-2739,2,1.0,0.0,False
musique,musique-2495,2,1.0,0.0,False
musique,musique-2518,2,1.0,0.0,False
musique,musique-2437,2,1.0,0.0,True
musique,musique-1758,2,0.4666666666666666,0.11111111111111109,False
musique,musique-1204,2,0.43333333333333335,0.3607954545454546,False
musique,musique-808,2,0.5,0.375,False
musique,musique-1168,2,1.0,0.0,False
musique,musique-2207,2,1.0,0.14814814814814814,False
musique,musique-1266,2,1.0,0.21212121212121215,False
musique,musique-309,2,1.0,0.0,False
musique,musique-2455,2,0.5333333333333333,0.42936507936507934,True
musique,musique-338,2,0.75,0.037037037037037035,False
musique,musique-2818,2,0.6,0.16666666666666666,False
musique,musique-700,2,1.0,0.0,False
musique,musique-2783,2,0.6,0.22222222222222224,True
musique,musique-1405,2,0.6000000000000001,0.2222222222222222,False
musique,musique-1879,2,0.3833333333333333,0.4866601988843076,False
musique,musique-2721,2,0.26666666666666666,0.18382352941176472,False
musique,musique-1076,2,0.6000000000000001,0.11764705882352944,False
musique,musique-1707,2,0.3333333333333333,0.16666666666666666,False
musique,musique-1210,2,0.3333333333333333,0.37857142857142856,True
